id,titulo,autor
1893,Trabajo asalariado y capital,Karl Marx
1894,Suenos de cristal,Simone Mascardi
1895,El increible hombre menguante,Richard Matheson
1896,La casa infernal,Richard Matheson
1897,Soy leyenda,Richard Matheson
1898,Ciudades de la llanura,Cormac McCarthy
1899,El Sunset Limited,Cormac McCarthy
1900,El consejero,Cormac McCarthy
1901,El guardian del vergel,Cormac McCarthy
1902,En la frontera,Cormac McCarthy
1903,Hijo de Dios,Cormac McCarthy
1904,La carretera,Cormac McCarthy
1905,La oscuridad exterior,Cormac McCarthy
1906,Meridiano de sangre,Cormac McCarthy
1907,No es pais para viejos,Cormac McCarthy
1908,Suttree,Cormac McCarthy
1909,Todos los hermosos caballos,Cormac McCarthy
1910,"Bartleby, el escribiente (Ilustrado)",Herman Melville
1911,"Bartleby, el escribiente",Herman Melville
1912,Benito Cereno (ilustrado),Herman Melville
1913,Benito Cereno,Herman Melville
1914,"Billy Budd, marinero",Herman Melville
1915,Chaqueta Blanca,Herman Melville
1916,Cuentos completos,Herman Melville
1917,Las encantadas,Herman Melville
1918,Moby Dick (trad. Enrique Pezzoni),Herman Melville
1919,Moby Dick. Version ilustrada,Herman Melville
1921,Omu,Herman Melville
1922,Pierre o las ambiguedades,Herman Melville
1923,Redburn,Herman Melville
1924,Typee,Herman Melville
1925,Viajar,Herman Melville
1926,Amanecer,Stephenie Meyer
1927,Crepusculo,Stephenie Meyer
1928,Eclipse,Stephenie Meyer
1929,La huesped,Stephenie Meyer
1930,La quimica,Stephenie Meyer
1931,La segunda vida de Bree Tanner,Stephenie Meyer
1932,Luna nueva,Stephenie Meyer
1933,Sol de medianoche,Stephenie Meyer
1934,Vida y muerte,Stephenie Meyer
1936,Marvin Minsky - (incompleto) La maquina de las emociones,Marvin Minsky
1937,Sociedad de la mente de,Marvin Minsky
2811,A tres metros sobre el cielo,Federico Moccia
1939,Perdona si te llamo amor,Federico Moccia
2812,Tengo ganas de ti,Federico Moccia
1941,El crepusculo de los superheroes,Alan Moore
1942,El lagarto hipotetico,Alan Moore
1943,La voz del fuego,Alan Moore
1944,Conciencia de especie,Maria Moreno
1945,"Un lugar para morir, un lugar para nacer",Maria Moreno
1946,Amor,Toni Morrison
1947,Beloved,Toni Morrison
1948,Jazz,Toni Morrison
1949,La cancion de Salomon,Toni Morrison
1950,La fuente de la autoestima,Toni Morrison
1951,La isla de los caballeros,Toni Morrison
1952,La noche de los ninos,Toni Morrison
1953,Ojos azules,Toni Morrison
1954,Paraiso,Toni Morrison
1955,Sula,Toni Morrison
1956,Una bendicion,Toni Morrison
1957,Volver,Toni Morrison
1958,El emperador de todos los males. Una biogr,Siddhartha Mukherjee
1959,El gen,Siddhartha Mukherjee
1960,1Q84 (libros 1 - 2 y 3),Haruki Murakami
1961,1Q84 - (Libro 3),Haruki Murakami
1962,1Q84 - (Libros 1 y 2),Haruki Murakami
1963,After Dark,Haruki Murakami
1964,"Al sur de la frontera, al oeste del sol",Haruki Murakami
1965,Asalto a las panaderias,Haruki Murakami
1966,"Baila, baila, baila",Haruki Murakami
1967,Cronica del pajaro que da cuerda al mundo,Haruki Murakami
1968,De que hablo cuando hablo de correr,Haruki Murakami
1969,De que hablo cuando hablo de escribir,Haruki Murakami
1970,Despues del terremoto,Haruki Murakami
1971,El elefante desaparece,Haruki Murakami
1972,El fin del mundo y un despiadado pais de l,Haruki Murakami
1973,Escucha la cancion del viento & Pinball 19,Haruki Murakami
1974,Hombres sin mujeres,Haruki Murakami
1975,Kafka en la orilla,Haruki Murakami
1976,La biblioteca secreta,Haruki Murakami
1977,La caza del carnero salvaje (Trad. Gabriel,Haruki Murakami
1978,La caza del carnero salvaje,Haruki Murakami
1979,La chica del cumpleanos,Haruki Murakami
1980,La muerte del comendador (Libro 1),Haruki Murakami
1981,La muerte del comendador (Libro 2),Haruki Murakami
1982,La muerte del comendador (Libros 1 y 2),Haruki Murakami
1983,Los anos de peregrinacion del chico sin co,Haruki Murakami
1984,"Musica, solo musica",Haruki Murakami
1985,"Sauce ciego, mujer dormida",Haruki Murakami
1986,"Sputnik, mi amor",Haruki Murakami
1987,Sueno,Haruki Murakami
1988,Tokio blues,Haruki Murakami
1989,Tony Takitani,Haruki Murakami
1990,Underground,Haruki Murakami
1991,!Mira los arlequines!,Vladimir Nabokov
1992,Ada o el ardor,Vladimir Nabokov
1993,Barra siniestra,Vladimir Nabokov
1994,Cosas transparentes,Vladimir Nabokov
1995,Cuentos completos,Vladimir Nabokov
1996,Curso de literatura europea,Vladimir Nabokov
1997,Curso de literatura rusa,Vladimir Nabokov
1998,Curso sobre el Quijote,Vladimir Nabokov
1999,Desesperacion,Vladimir Nabokov
2000,El hechicero,Vladimir Nabokov
2001,El ojo,Vladimir Nabokov
2002,Gloria,Vladimir Nabokov
2003,"Habla, memoria",Vladimir Nabokov
2004,Invitado a una decapitacion,Vladimir Nabokov
2005,La dadiva,Vladimir Nabokov
2006,La defensa,Vladimir Nabokov
2007,La verdadera vida de Sebastian Knight,Vladimir Nabokov
2008,Lolita (trad. Francesc Roca),Vladimir Nabokov
2009,Lolita,Vladimir Nabokov
2010,Mashenka,Vladimir Nabokov
2011,Palido fuego,Vladimir Nabokov
2012,Pnin,Vladimir Nabokov
2013,"Rey, Dama, Valet",Vladimir Nabokov
2014,Risa en la oscuridad,Vladimir Nabokov
2015,Tiempos romanticos,Vladimir Nabokov
2016,Una belleza rusa,Vladimir Nabokov
2017,100 sonetos de amor,Pablo Neruda
2018,2000,Pablo Neruda
2019,Anillos,Pablo Neruda
2020,Antologia general,Pablo Neruda
2021,Canto general,Pablo Neruda
2022,Cien sonetos de amor,Pablo Neruda
2023,Confieso que he vivido,Pablo Neruda
2024,Crepusculario,Pablo Neruda
2025,Defectos escogidos,Pablo Neruda
2026,El corazon amarillo,Pablo Neruda
2027,El habitante y su esperanza,Pablo Neruda
2028,El hondero entusiasta,Pablo Neruda
2029,El mar y las campanas,Pablo Neruda
2030,Elegia,Pablo Neruda
2031,Estravagario,Pablo Neruda
2032,Geografia infructuosa,Pablo Neruda
2033,Jardin de invierno,Pablo Neruda
2034,La rosa separada,Pablo Neruda
2035,Libro de las preguntas,Pablo Neruda
2036,Los versos del capitan,Pablo Neruda
2037,Nuevas odas elementales,Pablo Neruda
2038,Odas elementales,Pablo Neruda
2039,Para nacer he nacido,Pablo Neruda
2040,Plenos poderes,Pablo Neruda
2041,Residencia en la tierra,Pablo Neruda
2042,Tentativa del hombre infinito,Pablo Neruda
2043,Tercer libro de las odas,Pablo Neruda
2044,Tercera residencia,Pablo Neruda
2045,Tus pies toco en la sombra y otros poemas,Pablo Neruda
2046,Veinte poemas de amor y una cancion dese,Pablo Neruda
2047,Enfocate,Cal Newport
2048,Algo alrededor de tu cuello,Chimamanda Ngozi Adichie
2049,Americanah,Chimamanda Ngozi Adichie
2050,El peligro de la historia unica,Chimamanda Ngozi Adichie
2051,La flor purpura,Chimamanda Ngozi Adichie
2052,Medio sol amarillo,Chimamanda Ngozi Adichie
2053,Querida Ijeawele,Chimamanda Ngozi Adichie
2054,Todos deberiamos ser feministas,Chimamanda Ngozi Adichie
2055,Antifragil,Nassim Nicholas Taleb
2056,El lecho de Procusto,Nassim Nicholas Taleb
2057,Jugarse la piel,Nassim Nicholas Taleb
2058,Aforismos,Friedrich Nietzsche
2059,Asi hablo Zaratustra,Friedrich Nietzsche
2060,Aurora,Friedrich Nietzsche
2061,Ditirambos Dionisiacos,Friedrich Nietzsche
2062,Ecce homo,Friedrich Nietzsche
2063,El Anticristo,Friedrich Nietzsche
2064,El caminante y su sombra,Friedrich Nietzsche
2065,El crepusculo de los idolos,Friedrich Nietzsche
2066,El libro del filosofo,Friedrich Nietzsche
2067,El nacimiento de la tragedia,Friedrich Nietzsche
2068,Ensayos sobre los griegos,Friedrich Nietzsche
2069,"Humano, demasiado humano (trad. Jaime Gonz",Friedrich Nietzsche
2070,La gaya ciencia,Friedrich Nietzsche
2071,La genealogia de la moral,Friedrich Nietzsche
2072,Mas alla del bien y del mal,Friedrich Nietzsche
2073,Mi hermana y yo,Friedrich Nietzsche
2074,Nietzsche contra Wagner,Friedrich Nietzsche
2075,Poemas (Ed. bilingue),Friedrich Nietzsche
2076,Segunda consideracion intempestiva,Friedrich Nietzsche
2077,Operaciones especiales en la Edad de la Ca,Yuval Noah Harari
2078,Sapiens,Yuval Noah Harari
2079,1984,George Orwell
2080,El camino de Wigan Pier,George Orwell
2081,El leon y el unicornio y otros ensayos,George Orwell
2082,Ensayos,George Orwell
2083,Escritor en guerra,George Orwell
2084,Homenaje a Cataluna,George Orwell
2085,La hija del clerigo,George Orwell
2086,Los dias de Birmania,George Orwell
2087,Matar a un elefante y otros escritos,George Orwell
2088,Que no muera la aspidistra,George Orwell
2089,Rebelion en la granja,George Orwell
2090,Rebelion en la granja trad Maria Jose Martin Pinto,George Orwell
2091,Recuerdos de la guerra de Espana,George Orwell
2092,Sin blanca en Paris y Londres,George Orwell
2093,Subir a por aire,George Orwell
2094,Cartas a un joven cientifico,Edward Osborne Wilson
2095,Consilience la unidad del conocimiento,Edward Osborne Wilson
2096,El sentido de la existencia humana,Edward Osborne Wilson
2097,El laberinto de la soledad,Octavio Paz
2098,Las batallas en el desierto,José Emilio Pacheco
2099,El curso del Agua Caliente,Pedro Paradis
2100,Eterno Treblinka,Charles Patterson
2101,El banquero anarquista,Fernando Pessoa
2102,El mundo de las palabras,Steven Pinker
2103,Pinker Steven - Los angeles que llevamos dentro,Steven Pinker
2104,Steven Pinker - El Instinto del lenguaje,Steven Pinker
2105,Steven Pinker - La tabla rasa,Steven Pinker
2106,Steven-Pinker - Cómo funciona la mente,Steven Pinker
2107,Extraccion de la piedra de la locura,Alejandra Pizarnik
2108,Poemas - alejandra-pizarnik,Alejandra Pizarnik
2109,Apologia de Socrates,Platon
2110,Carmides,Platon
2111,Clitofon,Platon
2112,Cratilo,Platon
2113,Critias,Platon
2114,Criton,Platon
2115,Dialogos I,Platon
2116,Dialogos II,Platon
2117,Dialogos III,Platon
2118,Dialogos IV,Platon
2119,Dialogos IX,Platon
2120,Dialogos V,Platon
2121,Dialogos VI,Platon
2122,Dialogos VII,Platon
2123,Dialogos VIII,Platon
2124,El banquete,Platon
2125,El politico,Platon
2126,El sofista,Platon
2127,Eutidemo,Platon
2128,Eutifron,Platon
2129,Fedon,Platon
2130,Fedro,Platon
2131,Filebo,Platon
2132,Gorgias,Platon
2133,Hipias mayor,Platon
2134,Hipias menor,Platon
2135,Ion,Platon
2136,La Republica,Platon
2137,Laques,Platon
2138,Las leyes,Platon
2139,Lisis,Platon
2140,Menexeno,Platon
2141,Menon,Platon
2142,Obras completas (Version de Patricio de Az,Platon
2143,Parmenides,Platon
2144,Platon I,Platon
2145,Platon II,Platon
2146,Primer Alcibiades,Platon
2147,Protagoras,Platon
2148,Teeteto,Platon
2149,Timeo,Platon
2150,El cuervo y otros poemas,Edgar Allan Poe
2151,El gato negro y otros relatos de terror,Edgar Allan Poe
2153,Narraciones extraordinarias,Edgar Allan Poe
2154,Poemas,Edgar Allan Poe
2155,A la busca del tiempo perdido 1. Traduccio,Marcel Proust
2156,A la sombra de las muchachas en flor,Marcel Proust
2157,Dias de lectura,Marcel Proust
2158,El indiferente,Marcel Proust
2159,El mundo de Guermantes,Marcel Proust
2160,El tiempo recobrado,Marcel Proust
2161,Ensayos Literarios,Marcel Proust
2162,La fugitiva,Marcel Proust
2163,La prisionera,Marcel Proust
2164,Los placeres y los dias,Marcel Proust
2165,Por el camino de Swann,Marcel Proust
2166,Sodoma y Gomorra,Marcel Proust
2167,El Padrino,Mario Puzo
2168,El ultimo Don,Mario Puzo
2169,La Mamma,Mario Puzo
2170,La arena sucia,Mario Puzo
2171,La cuarta K,Mario Puzo
2172,Los Borgia,Mario Puzo
2173,Los documentos de El Padrino y otras c,Mario Puzo
2174,Los tontos mueren,Mario Puzo
2175,Omerta,Mario Puzo
2176,"Salvatore Giuliano, el siciliano",Mario Puzo
2177,Seis tumbas en Munich,Mario Puzo
2178,Cabo Trafalgar - Arturo Perez-Reverte,Arturo Pérez-Reverte
2179,Con animo de ofender - Arturo Perez-Reverte,Arturo Pérez-Reverte
2180,Corsarios de Levante - Arturo Perez-Reverte,Arturo Pérez-Reverte
2181,Cuando eramos honrados mercenarios - Arturo Perez-Reverte,Arturo Pérez-Reverte
2182,El asedio - Arturo Perez-Reverte,Arturo Pérez-Reverte
2183,El caballero del jubon amarillo - Arturo Perez-Reverte,Arturo Pérez-Reverte
2184,El capitan Alatriste - Arturo Perez-Reverte,Arturo Pérez-Reverte
2185,El club Dumas - Arturo Perez-Reverte,Arturo Pérez-Reverte
2186,El francotirador paciente - Arturo Perez-Reverte,Arturo Pérez-Reverte
2187,El habla de un bravo del siglo XVII - Arturo Perez-Reverte,Arturo Pérez-Reverte
2188,El husar - Arturo Perez-Reverte,Arturo Pérez-Reverte
2189,El maestro de esgrima - Arturo Perez-Reverte,Arturo Pérez-Reverte
2190,El oro del rey - Arturo Perez-Reverte,Arturo Pérez-Reverte
2191,El pintor de batallas - Arturo Perez-Reverte,Arturo Pérez-Reverte
2192,El puente de los Asesinos - Arturo Perez-Reverte,Arturo Pérez-Reverte
2193,El sol de Breda - Arturo Perez-Reverte,Arturo Pérez-Reverte
2194,El tango de la Guardia Vieja - Arturo Perez-Reverte,Arturo Pérez-Reverte
2195,Eva - Arturo Perez-Reverte,Arturo Pérez-Reverte
2196,Falco - Arturo Perez-Reverte,Arturo Pérez-Reverte
2197,Guerreros urbanos - Arturo Perez-Reverte,Arturo Pérez-Reverte
2198,Hombres buenos - Arturo Perez-Reverte,Arturo Pérez-Reverte
2199,Jodia Pavia (1525) - Arturo Perez-Reverte,Arturo Pérez-Reverte
2200,La Reina del Sur - Arturo Perez-Reverte,Arturo Pérez-Reverte
2201,La carta esferica - Arturo Perez-Reverte,Arturo Pérez-Reverte
2202,La cueva del ciclope - Arturo Perez-Reverte,Arturo Pérez-Reverte
2203,La guerra civil contada a los jovenes - Arturo Perez-Reverte,Arturo Pérez-Reverte
2204,La piel del tambor - Arturo Perez-Reverte,Arturo Pérez-Reverte
2205,La sombra del aguila - Arturo Perez-Reverte,Arturo Pérez-Reverte
2206,La tabla de Flandes - Arturo Perez-Reverte,Arturo Pérez-Reverte
2207,Limpieza de sangre - Arturo Perez-Reverte,Arturo Pérez-Reverte
2208,Linea de fuego - Arturo Perez-Reverte,Arturo Pérez-Reverte
2209,Los barcos se pierden en tierra - Arturo Perez-Reverte,Arturo Pérez-Reverte
2210,Los perros duros no bailan - Arturo Perez-Reverte,Arturo Pérez-Reverte
2211,No me cogereis vivo - Arturo Perez-Reverte,Arturo Pérez-Reverte
2212,Obra breve - Arturo Perez-Reverte,Arturo Pérez-Reverte
2213,Ojos azules - Arturo Perez-Reverte,Arturo Pérez-Reverte
2214,Patente de corso - Arturo Perez-Reverte,Arturo Pérez-Reverte
2215,"Patente de corso, 2010 - Arturo Perez-Reverte",Arturo Pérez-Reverte
2216,"Patente de corso, 2011 - Arturo Perez-Reverte",Arturo Pérez-Reverte
2217,"Patente de corso, 2012 - Arturo Perez-Reverte",Arturo Pérez-Reverte
2218,"Patente de corso, 2013 - Arturo Perez-Reverte",Arturo Pérez-Reverte
2219,"Patente de corso, 2014 - Arturo Perez-Reverte",Arturo Pérez-Reverte
2220,"Patente de corso, 2015 - Arturo Perez-Reverte",Arturo Pérez-Reverte
2221,"Patente de corso, 2016 - Arturo Perez-Reverte",Arturo Pérez-Reverte
2222,"Patente de corso, 2017 - Arturo Perez-Reverte",Arturo Pérez-Reverte
2223,"Patente de corso, 2018 - Arturo Perez-Reverte",Arturo Pérez-Reverte
2224,Perros e hijos de perra - Arturo Perez-Reverte,Arturo Pérez-Reverte
2225,Sabotaje - Arturo Perez-Reverte,Arturo Pérez-Reverte
2226,Sidi - Arturo Perez-Reverte,Arturo Pérez-Reverte
2227,Sin pasar por censura - Arturo Perez-Reverte,Arturo Pérez-Reverte
2228,Territorio Comanche - Arturo Perez-Reverte,Arturo Pérez-Reverte
2229,Todo Alatriste - Arturo Perez-Reverte,Arturo Pérez-Reverte
2230,Un asunto de honor - Arturo Perez-Reverte,Arturo Pérez-Reverte
2231,Un dia de colera - Arturo Perez-Reverte,Arturo Pérez-Reverte
2232,Una historia de Espana - Arturo Perez-Reverte,Arturo Pérez-Reverte
2233,Ebola,David Quammen
2234,El arbol enmaranado,David Quammen
2235,La gallina degollada,Horacio Quiroga
2236,Los destiladores de naranja,Horacio Quiroga
2237,Choque de reyes ed ilustrada,George R. R. Martin
2238,Danza de dragones,George R. R. Martin
2239,Festin de cuervos ed ilustrada,George R. R. Martin
2240,Juego de tronos ed ilustrada,George R. R. Martin
2241,Tormenta de espadas ed ilustrada,George R. R. Martin
2242,Ariel (Jose Enrique Rodo),Jose Enrique Rodo
2243,El estrecho sendero entre deseos,Patrick Rothfuss
2244,El nombre del viento,Patrick Rothfuss
2245,El temor de un hombre sabio,Patrick Rothfuss
2246,La musica del silencio,Patrick Rothfuss
2247,El viaje,Jorge Luis Revilla
2248,01 - Anne Rice - Entrevista con el Vampiro,Anne Rice
2249,02 - Lestat el vampiro,Anne Rice
2250,03 - Anne Rice - La Reina de los Condenados,Anne Rice
2251,04 - Anne Rice - El Ladron de Cuerpos,Anne Rice
2252,"05 - Memnoch, el diablo",Anne Rice
2253,06 - Anne Rice - Armand el Vampiro,Anne Rice
2254,07 - Anne Rice- Merrick,Anne Rice
2255,08 - Anne Rice - Sangre y Oro,Anne Rice
2256,09 - Anne Rice - El Santuario,Anne Rice
2257,10 - Cantico de sangre,Anne Rice
2258,11 - El principe Lestat,Anne Rice
2259,12 - El principe Lestat y los reinos de la Atlantida,Anne Rice
2260,13 - La comunidad de la sangre,Anne Rice
2261,Rompecabezas,Laura Rivas Arranz
2262,Conversaciones entre amigos,Sally Rooney
2263,Gente normal,Sally Rooney
2264,Contrato social,Jean-Jacques Rousseau
2265,Discurso sobre el origen de la desigualdad,Jean-Jacques Rousseau
2266,Discurso sobre las ciencias y las artes. D,Jean-Jacques Rousseau
2267,El contrato social,Jean-Jacques Rousseau
2268,Emilio o De la educacion,Jean-Jacques Rousseau
2269,Ensayo sobre el origen de las lenguas,Jean-Jacques Rousseau
2270,La desigualdad entre los hombres,Jean-Jacques Rousseau
2271,Las Confesiones,Jean-Jacques Rousseau
2272,El orden del tiempo,Carlo Rovelli
2273,La realidad no es lo que parece,Carlo Rovelli
2274,Siete breves lecciones de fisica,Carlo Rovelli
2275,Animales fantasticos y donde encontrarlo,J. K. Rowling
2276,Harry Potter y el caliz de fuego,J. K. Rowling
2277,Harry Potter y el misterio del principe,J. K. Rowling
2278,Harry Potter y el prisionero de Azkaban,J. K. Rowling
2279,Harry Potter y la camara secreta,J. K. Rowling
2280,Harry Potter y la orden del fenix,J. K. Rowling
2281,Harry Potter y la piedra filosofal,J. K. Rowling
2282,Harry Potter y las reliquias de la muert,J. K. Rowling
2283,El ickabog (ilustrado),J. K. Rowling
2284,El ickabog,J. K. Rowling
2285,Harry Potter (saga completa),J. K. Rowling
2286,Harry Potter y el legado maldito,J. K. Rowling
2287,"Historias breves de Hogwarts Agallas, Adv",J. K. Rowling
2288,"Historias breves de Hogwarts Poder, Polit",J. K. Rowling
2289,Hogwarts una guia incompleta y poco fiabl,J. K. Rowling
2290,Los crimenes de Grindelwald (guion origina,J. K. Rowling
2291,Los cuentos de Beedle el Bardo,J. K. Rowling
2292,Quidditch a traves de los tiempos,J. K. Rowling
2293,Una vacante imprevista,J. K. Rowling
2294,El Juego del Angel,Carlos Ruiz Zafón
2295,El Laberinto de los Espiritus,Carlos Ruiz Zafón
2296,El Palacio de la Medianoche,Carlos Ruiz Zafón
2297,El Principe de Parnaso,Carlos Ruiz Zafón
2298,El Principe de la Niebla,Carlos Ruiz Zafón
2299,El prisionero del cielo,Carlos Ruiz Zafón
2300,La Sombra del Viento,Carlos Ruiz Zafón
2301,La Trilogia de la Niebla,Carlos Ruiz Zafón
2302,La ciudad de vapor,Carlos Ruiz Zafón
2303,Las Luces de Septiembre,Carlos Ruiz Zafón
2304,Marina,Carlos Ruiz Zafón
2305,Relatos,Carlos Ruiz Zafón
2306,Rosa de fuego,Carlos Ruiz Zafón
2307,Tetralogia El Cementerio de los Libros Olv,Carlos Ruiz Zafón
2308,El Llano en llamas ed Catedra,Juan Rulfo
2309,Pedro Paramo ed Catedra,Juan Rulfo
2310,Aleacion de Ley Ed revisada,Brandon Sanderson
2311,Brazales de duelo,Brandon Sanderson
2312,Danzante del Filo,Brandon Sanderson
2313,El Heroe de las Eras Ed revisada,Brandon Sanderson
2314,El Imperio Final Ed revisada,Brandon Sanderson
2315,El Pozo de la Ascension Ed revisada,Brandon Sanderson
2316,El Ritmo de la Guerra,Brandon Sanderson
2317,El camino de los reyes,Brandon Sanderson
2318,El metal perdido,Brandon Sanderson
2319,Esquirla del amanecer,Brandon Sanderson
2320,Juramentada,Brandon Sanderson
2321,Nacidos de la bruma Historia secreta,Brandon Sanderson
2322,Palabras radiantes,Brandon Sanderson
2323,Sombras de identidad,Brandon Sanderson
2324,Viento y verdad,Brandon Sanderson
2325,Alucinaciones,Oliver Sacks
2326,Despertares,Oliver Sacks
2327,Diario de Oaxaca,Oliver Sacks
2328,El hombre que confundio a su mujer con un,Oliver Sacks
2329,El tio Tungsteno,Oliver Sacks
2330,En movimiento. Una vida,Oliver Sacks
2331,Gratitud,Oliver Sacks
2332,Musicofilia,Oliver Sacks
2333,Todo en su sitio,Oliver Sacks
2334,Un antropologo en Marte,Oliver Sacks
2335,Veo una voz,Oliver Sacks
2336,Los 120 dias de Sodoma,Marques de Sade
2337,Contacto,Carl Sagan
2338,La conexion cosmica. Una perspectiva extra,Carl Sagan
2339,Los dragones del Eden,Carl Sagan
2340,Miles de Millones,Carl Sagan
2341,Carl Sagan - El cerebro de Broca,Carl Sagan
2342,Carl Sagan - El mundo y sus Demonios,Carl Sagan
2343,Carl Sagan - Un punto Azul Pálido,Carl Sagan
2344,Sagan Carl - Cosmos,Carl Sagan
2345,Sombras de antepasados olvidados - Carl Sagan y Ann Druyan,Carl Sagan
2346,El principito,Antoine De Saint Exupery
2347,El capitan tormenta,Emilio Salgari
2348,El evangelio segun Jesucristo,José Saramago
2349,Ensayo sobre la ceguera,José Saramago
2350,Ensayo sobre la lucidez,José Saramago
2351,Todos los nombres,José Saramago
2352,Critica de la razon dialectica (Tomo I),Jean-Paul Sartre
2353,El existencialismo es un humanismo,Jean-Paul Sartre
2354,El miedo a la revolucion,Jean-Paul Sartre
2355,El muro,Jean-Paul Sartre
2356,El ser y la nada,Jean-Paul Sartre
2357,La nausea,Jean-Paul Sartre
2358,La puta respetuosa. A puerta cerrada,Jean-Paul Sartre
2360,Las Palabras,Jean-Paul Sartre
2361,Las manos sucias,Jean-Paul Sartre
2362,Las moscas,Jean-Paul Sartre
2363,Distancia de rescate,Samanta Schweblin
2364,El nucleo del disturbio,Samanta Schweblin
2365,Kentukis,Samanta Schweblin
2366,La respiracion cavernaria,Samanta Schweblin
2367,Pajaros en la boca,Samanta Schweblin
2368,Siete casas vacias,Samanta Schweblin
2370,El mercader de Venecia Como gusteis,William Shakespeare
2371,Hamlet Principe de Dinamarca,William Shakespeare
2372,Macbeth,William Shakespeare
2373,Otelo,William Shakespeare
2374,Romeo y Julieta,William Shakespeare
2375,Cervantes y Lope,Mary Shelley
2376,Cuentos goticos,Mary Shelley
2377,El ultimo hombre,Mary Shelley
2378,Frankenstein (Ilustrado),Mary Shelley
2379,Frankenstein (trad. Jose C. Vales),Mary Shelley
2380,Frankenstein (trad. Silvia Alemany),Mary Shelley
2382,"Frankenstein, o el moderno Prometeo",Mary Shelley
2384,Frankenstein. Edicion anotada para cientif,Mary Shelley
2385,Historia de un viaje de seis semanas,Mary Shelley
2386,Maurice o la cabana del pescador,Mary Shelley
2387,Diarios de damas de la corte Heian,Murasaki Shikibu
2388,La historia de Genji (ilustrado),Murasaki Shikibu
2389,La novela de Genji,Murasaki Shikibu
2390,Liberacion animal,Peter Singer
2391,Compendio de etica,Peter Singer
2392,Peter Singer - Repensar la vida y la muerte - El derrumbe de nuestra ética profesional - Ediciones Paidos Iberica (1997),Peter Singer
2393,Peter Singer - Una izquierda darwiniana - Escaneo,Peter Singer
2394,Vivir éticamente,Peter Singer
2395,Ética para el mundo real,Peter Singer
2396,Ética práctica - Peter Singer - segunda edición,Peter Singer
2397,Edipo Rey,Sofocles
2398,Accidente,Danielle Steel
2399,Acto de fe,Danielle Steel
2400,Aguila solitaria,Danielle Steel
2401,Ahora y para siempre,Danielle Steel
2402,Album de familia,Danielle Steel
2403,Amor y lagrimas,Danielle Steel
2404,Ansia de amor,Danielle Steel
2405,Asuntos del corazon,Danielle Steel
2406,Blue,Danielle Steel
2407,Calidoscopio,Danielle Steel
2408,"Charles Street, n.o 44",Danielle Steel
2409,Cinco dias en Paris,Danielle Steel
2410,Cuando late un corazon,Danielle Steel
2411,Cuento de hadas,Danielle Steel
2412,Deseos concedidos,Danielle Steel
2413,Destinos errantes,Danielle Steel
2414,Dulce y amargo,Danielle Steel
2415,Ecos,Danielle Steel
2416,El anillo,Danielle Steel
2417,El apartamento,Danielle Steel
2418,El beso,Danielle Steel
2419,El clon,Danielle Steel
2420,El fantasma,Danielle Steel
2421,El honor del silencio,Danielle Steel
2422,El largo camino a casa,Danielle Steel
2423,El legado,Danielle Steel
2424,El precio del amor,Danielle Steel
2425,El rancho,Danielle Steel
2426,El regalo,Danielle Steel
2427,El sueno de una estrella,Danielle Steel
2428,El viaje,Danielle Steel
2429,Empezar de nuevo,Danielle Steel
2430,Encuentro decisivo,Danielle Steel
2431,Esperanza,Danielle Steel
2432,Familia de estrellas,Danielle Steel
2433,Feliz cumpleanos,Danielle Steel
2434,Fiel a si misma,Danielle Steel
2435,Fuerzas irresistibles,Danielle Steel
2436,Hermanas,Danielle Steel
2437,Hotel Vendome,Danielle Steel
2438,Imposible,Danielle Steel
2439,Joyas,Danielle Steel
2440,Juego de citas,Danielle Steel
2441,La amante,Danielle Steel
2442,La bailarina,Danielle Steel
2443,La boda,Danielle Steel
2444,La casa,Danielle Steel
2445,La duquesa,Danielle Steel
2446,La mansion,Danielle Steel
2447,La promesa,Danielle Steel
2448,La rueda del deseo,Danielle Steel
2449,La villa,Danielle Steel
2450,Lazos de familia,Danielle Steel
2451,Lecciones de Juventud,Danielle Steel
2452,Luces del sur,Danielle Steel
2453,Malicia,Danielle Steel
2454,Mensaje de Nam,Danielle Steel
2455,Milagro,Danielle Steel
2456,No hay un amor mas grande,Danielle Steel
2457,Querido papa,Danielle Steel
2458,Regreso al hogar,Danielle Steel
2459,Relampago,Danielle Steel
2460,Remembranza,Danielle Steel
2461,Rescate,Danielle Steel
2462,Secretos,Danielle Steel
2463,Siempre amigos,Danielle Steel
2464,Solteros toxicos,Danielle Steel
2465,Su alteza real,Danielle Steel
2466,Su gran pasion,Danielle Steel
2467,Su luz interior,Danielle Steel
2468,Tiempo prestado,Danielle Steel
2469,Traicionada,Danielle Steel
2470,Tras las huellas de su padre,Danielle Steel
2471,Truhan,Danielle Steel
2472,Un hotel en Hollywood,Danielle Steel
2473,Un puerto seguro,Danielle Steel
2474,Un regalo extraordinario,Danielle Steel
2475,Una buena mujer,Danielle Steel
2476,Una cruel bendicion,Danielle Steel
2477,Una entrega especial,Danielle Steel
2478,Una gran chica,Danielle Steel
2479,Una herencia misteriosa,Danielle Steel
2480,Una imagen en el espejo,Danielle Steel
2481,Una noche magica,Danielle Steel
2482,Una perfecta desconocida,Danielle Steel
2483,Una vez en la vida,Danielle Steel
2484,Vacaciones en Saint-Tropez,Danielle Steel
