Número Consecutivo,Título,Autor,Sinopsis,Género,Año,URL Preview
2540,Anna Karenina - Lev Nikolaievich Tolstoi,"Tolstói, León","Tragedia sobre el adulterio y las convenciones sociales en la Rusia zarista, centrada en Anna.",Novela,1877,https://drive.google.com/file/d/1FsmVy4wIzzkzwAig8WkciV9YchtHFUBj/preview
2541,Guerra y paz - Lev Nikolaievich Tolstoi,"Tolstói, León",Monumental crónica de la invasión napoleónica en Rusia a través de la vida de cinco familias.,Novela histórica,1869,https://drive.google.com/file/d/1zpVh2SA-F_HK6tJQ_36NNIAqABX7nTHC/preview
2542,Historia de mi infancia - Lev Nikolaievich Tolstoi,"Tolstói, León",Relato autobiográfico ficticio que captura la inocencia y el despertar de un joven noble ruso.,Novela,1852,https://drive.google.com/file/d/1GJZoraoAJjSCQbkT1MMlLc5G7h4auDzz/preview
2543,Ano 1601 - Mark Twain,"Twain, Mark",Sátira escatológica y humorística que imagina una conversación en la corte de Isabel I.,Sátira,1880,https://drive.google.com/file/d/1xZY8_TlN8NlecxecKpodt-X0_vYUBxJ3/preview
2544,Antiimperialismo - Mark Twain,"Twain, Mark",Colección de ensayos y discursos que critican ferozmente la política exterior estadounidense de su tiempo.,Ensayo,1890s,https://drive.google.com/file/d/1Qe8UXBc8M-kt2HBRaUk-9CY7VvrFOFCG/preview
2545,Cartas de amor - Mark Twain,"Twain, Mark",Correspondencia personal que revela el lado más íntimo y romántico del famoso humorista.,Epistolar,N/A,https://drive.google.com/file/d/1tvurSKaWs3D2p8wd_7e4kNSSmAqYRla5/preview
2546,Cartas desde la Tierra (trad. de F. Correa - Mark Twain,"Twain, Mark",Visión satírica de la humanidad y la religión desde la perspectiva del arcángel Satanás.,Sátira,1962,https://drive.google.com/file/d/1w-Uiuptnk8Triz3dI29IOlkfUsW1m-5G/preview
2547,Cartas desde la Tierra - Mark Twain,"Twain, Mark",Visión satírica de la humanidad y la religión desde la perspectiva del arcángel Satanás.,Sátira,1962,https://drive.google.com/file/d/1cOs2OHKGPGB7aqJwg4I6tfKO9I3dk2Bf/preview
2548,Cuentos completos - Mark Twain,"Twain, Mark",Obra del gran humorista estadounidense que retrata con ironía la vida y la moral de su tiempo.,Novela / Sátira,N/A,https://drive.google.com/file/d/1HAJFG83ztB3YAx4yQ1Youd4Gb-6sYON8/preview
2549,Diarios de Adan y Eva - Mark Twain,"Twain, Mark",Humorística versión de la creación que explora las diferencias y el afecto entre los sexos.,Humor / Ficción,1904,https://drive.google.com/file/d/1-eLd0-ntEc9gLgV2NHAPH0sJxnr1lyW3/preview
2550,El bobo Wilson - Mark Twain,"Twain, Mark",Novela que aborda el racismo y la identidad en el sur mediante el uso de huellas dactilar.,Novela,1894,https://drive.google.com/file/d/1OguGmpGyv5gBb-25C03Th8btlZRenNri/preview
2551,El hombre que corrompio a Hadleyburg - Mark Twain,"Twain, Mark",Relato sobre la hipocresía de un pueblo 'incorruptible' puesto a prueba por una misteriosa herencia.,Relato,1899,https://drive.google.com/file/d/15rFTx-xaUDfFCaYLeO4XNonrUJdDnw64/preview
2552,El pretendiente americano - Mark Twain,"Twain, Mark",Comedia sobre un noble británico que intenta reclamar una herencia en Estados Unidos.,Novela / Sátira,1892,https://drive.google.com/file/d/1xwpRYPIWsoZlO_jQjp3iO5NEnvLNPhdL/preview
2553,El principe y el mendigo (ilustrado) - Mark Twain,"Twain, Mark",Un joven príncipe y un niño pobre intercambian sus vidas en la Inglaterra del siglo XVI.,Novela histórica,1881,https://drive.google.com/file/d/1wOSYhA6F8RwXy2yRiMtMRtdo8Ts5_d42/preview
2554,El_forastero_misterioso-Twain_Mark,"Twain, Mark",Reflexión pesimista sobre el determinismo y la religión protagonizada por un sobrino de Satanás.,Novela,1916,https://drive.google.com/file/d/1I3GWSE6pNV1_kYepdFZ-H-jTyyAJbiZH/preview
2555,El_principe_y_el_mendigo-Twain_Mark,"Twain, Mark",Un joven príncipe y un niño pobre intercambian sus vidas en la Inglaterra del siglo XVI.,Novela histórica,1881,https://drive.google.com/file/d/1APJl1QmOLvkrUATaBV3XeA8tkK8s2hFi/preview
2556,Guia para viajeros inocentes - Mark Twain,"Twain, Mark","Relato humorístico de un viaje por Europa y Tierra Santa, burlándose de las convenciones turísticas.",Viajes / Humor,1869,https://drive.google.com/file/d/14HcxxwouUrIToF-xJzT7j-Edd1pC_6bz/preview
2557,Huck Finn y Tom Sawyer entre los indios y - Mark Twain,"Twain, Mark",Fragmentos de secuelas inacabadas que llevan a los famosos personajes al Oeste americano.,Novela / Sátira,1969,https://drive.google.com/file/d/1QHH_NXY2tMPKMnMfwfRQdUeIRz_hsNu2/preview
2558,Juana de Arco - Mark Twain,"Twain, Mark",Visión personal y seria del autor sobre la vida y el martirio de la heroína francesa.,Biografía histórica,1896,https://drive.google.com/file/d/1qdmCDVgt78xVdS8OU-RKZ9ZsZ59tT3f-/preview
2559,La decadencia del arte de mentir - Mark Twain,"Twain, Mark",Ensayo humorístico que defiende la mentira educada como una forma de arte necesaria socialmente.,Ensayo,1882,https://drive.google.com/file/d/1T-FxIMBfrmCh7WvgHrJzS1HCO0giv-Vx/preview
2560,La horrible lengua alemana - Mark Twain,"Twain, Mark",Célebre crítica humorística sobre las complejidades y absurdos de la gramática alemana.,Ensayo / Humor,1880,https://drive.google.com/file/d/1NRzjqLFWgRr5-18O2hXvK0AqWOjwy4az/preview
2561,Las aventuras de Huckleberry Finn (Ilustra - Mark Twain,"Twain, Mark",Viaje libertario de Huck y el esclavo Jim por el río Misisipi huyendo de la opresión.,Novela / Aventuras,1884,https://drive.google.com/file/d/1rpHinjAbqBvxTawnLRuxoAuy7a0yOzcY/preview
2562,Las aventuras de Huckleberry Finn (trad. J - Mark Twain,"Twain, Mark",Viaje libertario de Huck y el esclavo Jim por el río Misisipi huyendo de la opresión.,Novela / Aventuras,1884,https://drive.google.com/file/d/17U7wpYDeQa8iOb3h74b3vvMi54HnZrv8/preview
2563,Las aventuras de Huckleberry Finn - Mark Twain,"Twain, Mark",Viaje libertario de Huck y el esclavo Jim por el río Misisipi huyendo de la opresión.,Novela / Aventuras,1884,https://drive.google.com/file/d/1Wfow83lshP-pKIFxgMJF-ksZqQWaP6zS/preview
2564,Las aventuras de Tom Sawyer (Ilustrado) - Mark Twain,"Twain, Mark",Relato clásico de la infancia sobre un niño travieso en un pueblo a orillas del Misisipi.,Novela / Aventuras,1876,https://drive.google.com/file/d/1VB_lENt6Fj0UQj5luP9K6nLnO9wcF_fi/preview
2565,Las aventuras de Tom Sawyer (trad. Simon S - Mark Twain,"Twain, Mark",Relato clásico de la infancia sobre un niño travieso en un pueblo a orillas del Misisipi.,Novela / Aventuras,1876,https://drive.google.com/file/d/1j8T7DdvVs8Tuernw6cQb2gZGjVTYxLwB/preview
2566,Las aventuras de Tom Sawyer - Mark Twain,"Twain, Mark",Relato clásico de la infancia sobre un niño travieso en un pueblo a orillas del Misisipi.,Novela / Aventuras,1876,https://drive.google.com/file/d/1KpZRpnKets2t27e_uMGSFuzgvGFFhy4C/preview
2567,Las_aventuras_de_Tom_Sawyer-Twain_Mark,"Twain, Mark",Obra del gran humorista estadounidense que retrata con ironía la vida y la moral de su tiempo.,Novela / Sátira,N/A,https://drive.google.com/file/d/1dWvECOs84WhgWYSoVDsmNwpjoG3h1sc_/preview
2568,Los diarios de Adan y Eva (ilustrados) - Mark Twain,"Twain, Mark",Obra del gran humorista estadounidense que retrata con ironía la vida y la moral de su tiempo.,Novela / Sátira,N/A,https://drive.google.com/file/d/1a75eEnhabqE2cgVPKcDEV4BatRgbvvzf/preview
2569,Los escritos irreverentes - Mark Twain,"Twain, Mark",Compendio de textos que muestran el espíritu crítico y satírico del autor hacia la sociedad.,Sátira,N/A,https://drive.google.com/file/d/1BISOUU_Mm3pU0KNAZG4fdfTlDTdnBmuC/preview
2570,Narraciones humoristicas - Mark Twain,"Twain, Mark",Obra del gran humorista estadounidense que retrata con ironía la vida y la moral de su tiempo.,Novela / Sátira,N/A,https://drive.google.com/file/d/1cGVbeG8OF7PJHyz3OJxAgvqIP3tZ5YfQ/preview
2571,Narrativa breve - Mark Twain,"Twain, Mark",Obra del gran humorista estadounidense que retrata con ironía la vida y la moral de su tiempo.,Novela / Sátira,N/A,https://drive.google.com/file/d/12jxBfqqcRhMGINyGK6aI2h3hF_2LpNjt/preview
2572,Principe y mendigo - Mark Twain,"Twain, Mark",Un joven príncipe y un niño pobre intercambian sus vidas en la Inglaterra del siglo XVI.,Novela histórica,1881,https://drive.google.com/file/d/1zCr5ZkwXeEK5oJQQfa8nytufEUoFm2RU/preview
2573,Reflexiones contra la religion - Mark Twain,"Twain, Mark",Obra del gran humorista estadounidense que retrata con ironía la vida y la moral de su tiempo.,Novela / Sátira,N/A,https://drive.google.com/file/d/1tVEyp_5Ul4dIi-bKdevgb-BbmSFWMwel/preview
2574,Tom Sawyer en el extranjero - Mark Twain,"Twain, Mark","Tom, Huck y Jim viajan a través del océano en un globo aerostático.",Novela / Sátira,1894,https://drive.google.com/file/d/1YNYmApXYsyFuEPCaBkmxAQHyh2FqfhQN/preview
2575,Tom Sawyer en el extranjero _ Tom Sawyer d - Mark Twain,"Twain, Mark","Tom, Huck y Jim viajan a través del océano en un globo aerostático.",Novela / Sátira,1894,https://drive.google.com/file/d/1fX2Kt413k_7MTrTvg1CMm5qMiOeStn8c/preview
2576,"Tom Sawyer, detective - Mark Twain","Twain, Mark",Tom Sawyer intenta resolver un misterioso asesinato ocurrido en su comunidad local.,Novela / Sátira,1896,https://drive.google.com/file/d/1Oa5F9zMlnEHBqioeqqyI6wNnthnYlHCH/preview
2577,Un bosquejo de familia - Mark Twain,"Twain, Mark",Obra del gran humorista estadounidense que retrata con ironía la vida y la moral de su tiempo.,Novela / Sátira,N/A,https://drive.google.com/file/d/1cVADsWmMOHsBPuB0lj5eRzMXyAW_5y4s/preview
2578,Un cuento policial de doble fondo y otros - Mark Twain,"Twain, Mark",Obra del gran humorista estadounidense que retrata con ironía la vida y la moral de su tiempo.,Novela / Sátira,N/A,https://drive.google.com/file/d/13DmhQoNX7m7IqW1B2ZXKKpa8QukgXTGu/preview
2579,"Un misterio, una muerte y un matrimonio - Mark Twain","Twain, Mark",Obra del gran humorista estadounidense que retrata con ironía la vida y la moral de su tiempo.,Novela / Sátira,N/A,https://drive.google.com/file/d/103v_Dl61FMV6dsLdZKUIbvSauUCa22gq/preview
2580,Un yanqui en la corte del Rey Arturo (JLJ) - Mark Twain,"Twain, Mark","Un estadounidense del siglo XIX viaja al pasado, intentando modernizar la corte del Rey Arturo.",Sátira / Ciencia ficción,1889,https://drive.google.com/file/d/1qYrrKXQSLHTy74ksFGZ0AbvceZO_5Lg8/preview
2581,Un yanqui en la corte del Rey Arturo - Mark Twain,"Twain, Mark","Un estadounidense del siglo XIX viaja al pasado, intentando modernizar la corte del Rey Arturo.",Sátira / Ciencia ficción,1889,https://drive.google.com/file/d/1RMK7PqHnspME9fuNZ9sz9BZCcSc1xIuF/preview
2582,Un yanqui en la corte del rey Arturo (Ilus - Mark Twain,"Twain, Mark","Un estadounidense del siglo XIX viaja al pasado, intentando modernizar la corte del Rey Arturo.",Sátira / Ciencia ficción,1889,https://drive.google.com/file/d/1EDmh-KXbUf-h1K8ok99kDIQxBurMd3Bj/preview
2583,"Viaje alrededor del mundo, siguiendo el Ec - Mark Twain","Twain, Mark",Crónica humorística de la gira mundial del autor para saldar sus deudas.,Viajes,1897,https://drive.google.com/file/d/1w_zNR0rLMpQkSDmjetpF77DXf3MerRnC/preview
2584,Al pie del Tamesis - Mario Vargas Llosa,"Vargas Llosa, Mario",Obra de teatro sobre el reencuentro de dos viejos amigos con un pasado secreto.,Teatro,2008,https://drive.google.com/file/d/10DVNKjmKpYmazOL2cy3xWpdCKekZWQtV/preview
2585,Articulos y ensayos - Mario Vargas Llosa,"Vargas Llosa, Mario",Recopilación del pensamiento crítico y político del autor sobre diversos temas contemporáneos.,Ensayo,N/A,https://drive.google.com/file/d/1JP3LKo9eqseCe51gM8qQQ-h_ihyHjfKo/preview
2586,Carta de batalla por __Tirant lo Blanc__ - Mario Vargas Llosa,"Vargas Llosa, Mario",Ensayo apasionado que analiza la novela de caballería valenciana como una obra maestra total.,Ensayo,1969,https://drive.google.com/file/d/1fvyad6h7fvJYIlbCpzXF2miou_4FX15P/preview
2587,Cartas a un joven novelista - Mario Vargas Llosa,"Vargas Llosa, Mario",Cartas dirigidas a un aprendiz de escritor explicando las técnicas y la pasión del oficio.,Ensayo / Didáctico,1997,https://drive.google.com/file/d/17-zsj-PssrtpEYb1sOEblf8LwTrALJyb/preview
2588,Cinco esquinas - Mario Vargas Llosa,"Vargas Llosa, Mario",Thriller sobre la corrupción periodística y política en el Perú de Fujimori.,Novela,2016,https://drive.google.com/file/d/13Ak97OJLLaHade7YNTOWlF1w4WWT0jLs/preview
2589,Conversacion en La Catedral - Mario Vargas Llosa,"Vargas Llosa, Mario",Obra maestra que retrata la desolación y el fracaso bajo la dictadura de Odría.,Novela,1969,https://drive.google.com/file/d/1xba1uGiIya2mZ3mMzGBFSF3EP3zgnZ8H/preview
2590,Conversacion en Princeton - Mario Vargas Llosa,"Vargas Llosa, Mario",Curso sobre literatura y política impartido por el autor en la prestigiosa universidad.,No ficción / Didáctico,2017,https://drive.google.com/file/d/10oHxyIA6K7kQP9ofglpP2YQdZvLLJy89/preview
2591,Desafios a la libertad - Mario Vargas Llosa,"Vargas Llosa, Mario",Obra literaria del premio Nobel peruano caracterizada por su técnica narrativa impecable.,Novela,N/A,https://drive.google.com/file/d/1qGmEkBkR_RB3QREGDH7W02DH62T9yl5H/preview
2592,El Paraiso en la otra esquina - Mario Vargas Llosa,"Vargas Llosa, Mario",Vidas paralelas de Flora Tristán y su nieto Paul Gauguin buscando sus utopías.,Novela,2003,https://drive.google.com/file/d/1rK3b47-BVlL069nUcg3jdE48N19Iq6m3/preview
2593,El hablador - Mario Vargas Llosa,"Vargas Llosa, Mario",Un joven abandona la civilización para convertirse en el narrador de historias de una tribu amazónica.,Novela,1987,https://drive.google.com/file/d/1SfnDhb5MBCLgXmQggS3hn84llu9ypsZY/preview
2594,El heroe discreto - Mario Vargas Llosa,"Vargas Llosa, Mario",Dos historias paralelas en el Perú contemporáneo sobre el chantaje y la lealtad familiar.,Novela,2013,https://drive.google.com/file/d/1I-A8gZoHe2l40i8so-Gm3o5LFlGRCfiK/preview
2595,El loco de los balcones - Mario Vargas Llosa,"Vargas Llosa, Mario",Drama teatral sobre un hombre que intenta salvar los balcones coloniales de Lima.,Teatro,1993,https://drive.google.com/file/d/1Tyw2I7dhzy4pmEztigtYVEchRqfLezSM/preview
2596,El pez en el agua - Mario Vargas Llosa,"Vargas Llosa, Mario",Memorias del autor que abarcan su juventud y su candidatura presidencial en Perú.,Memorias,1993,https://drive.google.com/file/d/1nyAfKi7F5_utirIyNGeZoQvaEiYxqgGz/preview
2597,El sueno del celta - Mario Vargas Llosa,"Vargas Llosa, Mario",Novela histórica sobre la vida de Roger Casement y su lucha contra los abusos coloniales.,Novela,2010,https://drive.google.com/file/d/1aKtlhoa8-Sut3uuV1cVRrDLn7YQUW-7c/preview
2598,El viaje a la ficcion_ El mundo de Juan Ca - Mario Vargas Llosa,"Vargas Llosa, Mario",Análisis de la obra de Juan Carlos Onetti y su capacidad de crear mundos imaginarios.,Ensayo,2008,https://drive.google.com/file/d/1493XCDvQc_weeH85s4juWR9vwybmPD3k/preview
2599,Elogio de la lectura y la ficcion - Mario Vargas Llosa,"Vargas Llosa, Mario","Discurso pronunciado tras recibir el Premio Nobel, celebrando el poder de la literatura.",Discurso / Ensayo,2010,https://drive.google.com/file/d/1faFslBUC4rtEr07tHZ2dujcxYu_tSZ7y/preview
2600,Elogio de la madrastra - Mario Vargas Llosa,"Vargas Llosa, Mario",Relato erótico que explora el deseo y la seducción en un entorno familiar burgués.,Novela,1988,https://drive.google.com/file/d/1u6BAONXKAEgQ0xG4fhRTXFaXWlWnV1eB/preview
2601,Historia de Mayta - Mario Vargas Llosa,"Vargas Llosa, Mario",Relato sobre una fallida insurrección revolucionaria en Perú en 1958 y la figura del guerrillero Mayta.,Novela,1984,https://drive.google.com/file/d/19QiTon7IIdE7gLL7TZbGU0wX4csNqF2P/preview
2602,Historia de un deicidio - Mario Vargas Llosa,"Vargas Llosa, Mario",Estudio crítico monumental sobre la vida y obra del escritor colombiano Gabriel García Márquez.,Ensayo,1971,https://drive.google.com/file/d/1Q6_dloCaf8sTVxG70n8-hA_bliQOqU6y/preview
2603,Historia secreta de una novela - Mario Vargas Llosa,"Vargas Llosa, Mario",Crónica personal sobre el proceso creativo y las experiencias reales que dieron origen a La casa verde.,Ensayo,1971,https://drive.google.com/file/d/1OOVJulJi5_HernepfouwTja6hFNXx-fF/preview
2604,Israel_Palestina - Mario Vargas Llosa,"Vargas Llosa, Mario",Reflexiones y reportajes del autor tras sus viajes a los territorios en conflicto en Oriente Próximo.,Crónica,2003,https://drive.google.com/file/d/18KVyaZ6RfOyydmY6HpIhbwEsm3STAT-i/preview
2605,La casa verde - Mario Vargas Llosa,"Vargas Llosa, Mario","Narrativa coral ambientada en Piura y la selva amazónica, centrada en un burdel y destinos cruzados.",Novela,1966,https://drive.google.com/file/d/1kdTRqjdlRnLZRG2LYlvCNH8lQwaM1e7t/preview
2606,La ciudad y los perros - Mario Vargas Llosa,"Vargas Llosa, Mario",Denuncia de la brutalidad y el machismo en un colegio militar de Lima mediante jóvenes cadetes.,Novela,1963,https://drive.google.com/file/d/1W9_oGbo-EjKBVGlIigYbH1Qcor_IjsXC/preview
2607,La civilizacion del espectaculo - Mario Vargas Llosa,"Vargas Llosa, Mario",Crítica a la banalización de la cultura contemporánea y la preeminencia del entretenimiento sobre el pensamiento.,Ensayo,2012,https://drive.google.com/file/d/1OH7m5EBEKSrOSdK35Upic63vHRKxK5Kd/preview
2608,La fiesta del chivo - Mario Vargas Llosa,"Vargas Llosa, Mario",Crónica del asesinato del dictador Rafael Trujillo y el impacto de su tiranía en República Dominicana.,Novela histórica,2000,https://drive.google.com/file/d/1OHlQhSp7Xa00FMe_wr3MnH4ysBFuwT3u/preview
2609,La guerra del fin del mundo - Mario Vargas Llosa,"Vargas Llosa, Mario",Épica sobre la rebelión de Canudos en el sertón brasileño y el choque entre fe y razón.,Novela histórica,1981,https://drive.google.com/file/d/1lAKtJRpF6qKvHWZbSdPdSHY3OJ2lzaW7/preview
2610,La llamada de la tribu - Mario Vargas Llosa,"Vargas Llosa, Mario",Autobiografía intelectual que analiza a los pensadores liberales que moldearon el pensamiento político del autor.,Ensayo,2018,https://drive.google.com/file/d/1083WsM4jRmM_Q-zKU41Xxf0CsAZ6i7zP/preview
2611,La orgia perpetua. Flaubert y Madame Bovar - Mario Vargas Llosa,"Vargas Llosa, Mario",Apasionado estudio literario sobre Gustave Flaubert y la estructura narrativa de su obra maestra.,Ensayo,1975,https://drive.google.com/file/d/1BN1OpbEeZ3_E7sOpAAL0plHzz3ldy4nA/preview
2612,La senorita de Tacna - Mario Vargas Llosa,"Vargas Llosa, Mario","Obra teatral sobre los recuerdos familiares, el amor no correspondido y el acto de narrar historias.",Teatro,1981,https://drive.google.com/file/d/1Ri-MYShzyOx3i3Derr0swj6VuZxt8owL/preview
2613,La tentacion de lo imposible - Mario Vargas Llosa,"Vargas Llosa, Mario",Análisis profundo sobre Los miserables de Víctor Hugo y el poder de la ficción novelesca.,Ensayo,2004,https://drive.google.com/file/d/1Z3BE0_wmTlpxOtzJvqJOWqdEzevJbdk6/preview
2614,La tia Julia y el escribidor - Mario Vargas Llosa,"Vargas Llosa, Mario",Sátira sobre un joven estudiante y un prolífico guionista de radionovelas en la Lima de antaño.,Novela,1977,https://drive.google.com/file/d/1w19TZ-XwbP8J_NTHF4WNxGAJEMGleU6Y/preview
2615,La verdad de las mentiras - Mario Vargas Llosa,"Vargas Llosa, Mario",Serie de ensayos sobre novelas fundamentales del siglo XX que exploran la relación realidad-ficción.,Ensayo,1990,https://drive.google.com/file/d/1gwxk46zxxxHTaG53V3kHnAqjSC9m_sGy/preview
2616,Lituma en los Andes - Mario Vargas Llosa,"Vargas Llosa, Mario",Un cabo investiga desapariciones en los Andes peruanos bajo la amenaza terrorista de Sendero Luminoso.,Novela,1993,https://drive.google.com/file/d/1rOntELfZ9teCnP1yTg5Y2XlqvfgPZJG3/preview
2617,Los cachorros - Mario Vargas Llosa,"Vargas Llosa, Mario",Relato sobre un grupo de adolescentes limeños marcado por la castración accidental de uno de ellos.,Novela corta,1967,https://drive.google.com/file/d/19u3OpaWOxMzwFSaQAV4QOw1KZkCcNV-4/preview
2618,Los cuadernos de don Rigoberto - Mario Vargas Llosa,"Vargas Llosa, Mario","Exploración del erotismo, el arte y la fantasía a través de los escritos de un burócrata.",Novela,1997,https://drive.google.com/file/d/1GoIYT1E0OSlGBjV2NYthwMxBsbjtoR96/preview
2619,Los cuentos de la peste - Mario Vargas Llosa,"Vargas Llosa, Mario",Adaptación teatral de relatos del Decamerón de Boccaccio en un contexto de encierro por epidemia.,Teatro,2015,https://drive.google.com/file/d/1wrMPL5SO-f55Z-pU7Ht04vkIzbz7Edor/preview
2620,Los jefes y otros cuentos - Mario Vargas Llosa,"Vargas Llosa, Mario","Primer libro del autor que retrata la violencia, el honor y la rebeldía en jóvenes peruanos.",Relatos,1959,https://drive.google.com/file/d/16L1mPkQEj7w3TzvnWPcLxGZiMs2gzg2D/preview
2621,Medio siglo con Borges - Mario Vargas Llosa,"Vargas Llosa, Mario",Recopilación de entrevistas y artículos que muestran la admiración y críticas del autor hacia Borges.,Ensayo,2020,https://drive.google.com/file/d/1U48UJTGXexykNkYxv6Qbcnkm9xxdGAcQ/preview
2622,Obra reunida. Narrativa breve - Mario Vargas Llosa,"Vargas Llosa, Mario",Compendio de la producción corta del autor peruano analizada por su importancia cultural y técnica.,Relatos,N/A,https://drive.google.com/file/d/18S2DmlZ2UiiTsC7HkjcPIfwEDe2bNKai/preview
2623,Pantaleon y las visitadoras - Mario Vargas Llosa,"Vargas Llosa, Mario",Sátira sobre un servicio de prostitución organizado por el ejército peruano en la selva amazónica.,Novela,1973,https://drive.google.com/file/d/1nFhE5MrkWXBFWkaKEa6repKVF_jrgYaJ/preview
2624,Sables y utopias - Mario Vargas Llosa,"Vargas Llosa, Mario","Selección de artículos sobre política, cultura y la lucha por la libertad en América Latina.",Ensayo,2009,https://drive.google.com/file/d/1uCvq0AuX8pTa8arONT24Vd7Kn-UcaaJu/preview
2625,Tiempos recios - Mario Vargas Llosa,"Vargas Llosa, Mario",Relato sobre la conspiración orquestada por la CIA para derrocar al gobierno de Jacobo Árbenz.,Novela histórica,2019,https://drive.google.com/file/d/12qKvk55UDOdI14MDy5TGlkfonTCbo05q/preview
2626,Travesuras de la nina mala - Mario Vargas Llosa,"Vargas Llosa, Mario",Una tormentosa historia de amor que recorre varias ciudades y décadas tras una mujer enigmática.,Novela,2006,https://drive.google.com/file/d/1yHudA7PYaD_vzaJLYyF5BG9pmKNXBloi/preview
2627,_Quien mato a Palomino Molero_ - Mario Vargas Llosa,"Vargas Llosa, Mario",Novela policial sobre el asesinato de un joven recluta y los prejuicios sociales en Piura.,Novela,1986,https://drive.google.com/file/d/1TkHvDeUrd4mSQc0t-PX_WMJ9DwBX2S-k/preview
2628,De la Tierra a la Luna trad Mauro Armino - Jules Verne,"Verne, Julio",El Gun Club de Baltimore intenta enviar un proyectil tripulado a la Luna tras la guerra.,Ciencia ficción,1865,https://drive.google.com/file/d/1ra3v8VG4IdzP81fWCmwMlLJZU1x2iGbR/preview
2629,La casa de vapor Penguin Clasicos - Jules Verne,"Verne, Julio",Viaje de exploración por la India en un ingenio mecánico con forma de elefante gigante.,Aventuras,1880,https://drive.google.com/file/d/1yYDg6x7mbSar-SGS9-Zbv5QrX5hFoa9Q/preview
2630,La vuelta al mundo en 80 dias - Jules Verne,"Verne, Julio",Phileas Fogg emprende una carrera contra el tiempo por una apuesta de la alta sociedad.,Aventuras,1872,https://drive.google.com/file/d/1H3nUDzMOovc_D_Kddocd0MhMP1psG0A4/preview
2631,Maravillosas_aventuras_de_Antifer-Verne_Julio,"Verne, Julio",Búsqueda de un tesoro oculto guiada por complejas coordenadas geográficas a través de varios mares.,Aventuras,1894,https://drive.google.com/file/d/19NgWybskavWcKDnVjy3hAkxLtMF1nqlQ/preview
2632,Veinte mil leguas de viaje submarino - Jules Verne,"Verne, Julio","El enigmático capitán Nemo recorre los océanos en su avanzado submarino, el Nautilus.",Ciencia ficción,1870,https://drive.google.com/file/d/13T8rfDAOnI-tDEkM9VBYOpe1COKCB6g1/preview
2633,Viaje al centro de la Tierra - Jules Verne,"Verne, Julio",Una expedición científica desciende por un volcán islandés hacia las profundidades desconocidas del planeta.,Ciencia ficción,1864,https://drive.google.com/file/d/1NhaowySKs778E30Qpi2gExw2FGlSe7go/preview
2634,Cuentos fantasticos para un mundo en cri - Alfonso Villar Guerrero,"Villar Guerrero, Alfonso",Relatos que utilizan elementos fantásticos para reflexionar sobre las crisis y desafíos de la sociedad.,Relatos,2020,https://drive.google.com/file/d/1mL3Yd7x7C-tEk3Y7HZdJB0WBVpGvqXl8/preview
2635,Candido. Micromegas. Zadig - Voltaire,Voltaire,"Cuentos filosóficos que critican el optimismo ciego, la intolerancia religiosa y las desigualdades sociales.",Sátira,1747-1759,https://drive.google.com/file/d/1vJsRDwDZKYtsvpLVtJ7RP9WdVZDlBG41/preview
2636,Cartas filosoficas - Voltaire,Voltaire,Elogio de la libertad y el sistema inglés frente al absolutismo y dogmatismo francés.,Ensayo,1734,https://drive.google.com/file/d/1IcTesCvq2CtXVZygd-7koCkeRf8ImOE_/preview
2637,Contra el fanatismo religioso - Voltaire,Voltaire,Denuncia racionalista de la superstición y la violencia cometida en nombre de los dogmas religiosos.,Ensayo,N/A,https://drive.google.com/file/d/16nhnA2fprNLm8KeKC5qkEWCHyBi4J7vK/preview
2638,Cuentos completos en prosa y verso - Voltaire,Voltaire,Antología de la prosa satírica y lírica del gran pensador de la Ilustración francesa.,Relatos,N/A,https://drive.google.com/file/d/1k-D2TQQ69wwVspiqGczLYm2UlhF_m-JD/preview
2639,El siglo de Luis XIV - Voltaire,Voltaire,"Crónica histórica sobre el esplendor cultural, científico y político de Francia bajo el Rey Sol.",Historia,1751,https://drive.google.com/file/d/1WzrifqLVuDH25vP2YX0L57v-Ml8gXsOc/preview
2640,Historia del establecimiento del cristiani - Voltaire,Voltaire,Análisis crítico y racionalista sobre los orígenes y la consolidación de la religión cristiana.,Ensayo,1777,https://drive.google.com/file/d/12hm1CeN7WEKsFeRGX5ED6gGrwYu-KEes/preview
2641,La Doncella de Orleans - Voltaire,Voltaire,Poema burlesco y satírico que ridiculiza la heroica leyenda tradicional de Juana de Arco.,Poesía satírica,1762,https://drive.google.com/file/d/1uarlkMJxG21ObeXzFwVJ_r9UJiya59p1/preview
2642,La filosofia de la Historia - Voltaire,Voltaire,Reflexión pionera sobre la evolución de las sociedades humanas desde una perspectiva secular y racional.,Filosofía,1765,https://drive.google.com/file/d/19pIECD99H0XTXWc9cI-zTDwKkrrfNEB3/preview
2643,La princesa de Babilonia - Voltaire,Voltaire,Un viaje fantástico por el mundo que sirve como vehículo para satirizar las costumbres europeas.,Cuento filosófico,1768,https://drive.google.com/file/d/1WYL13kg8QaGotXCKtkjHknOwkjSNLI9H/preview
2644,Micromegas - Voltaire,Voltaire,Un habitante gigante de otro sistema estelar visita la Tierra para observar la pequeñez humana.,Cuento filosófico,1752,https://drive.google.com/file/d/13NJHzaTV7xMvJYz6Jxq6y_35AyiU6kUC/preview
